,minimum,maximum
ALDD4,0.0,0.0
ACMANAtex,0.0,0.0
ALLK,-1.5580692918081077e-13,0.0
ARBTNR1,0.0,4.2659612730947076e-13
ARBTNR2,0.0,-1.2606394975217888e-12
ARBTNR3,0.0,-5.27020770831919e-13
ARBTNabcpp,0.0,-4.804434868776632e-12
ARBTNexs,0.0,2.895384302108877e-13
ALLPI,-1.1275457742686905e-13,0.0
ALLTAMH,0.0,6.017270609127324e-14
ALLTN,-6.236044770385238e-13,-2.2308916771492625e-14
ALLTNt2rpp,1.8802522960344674e-12,0.0
ARBTNtex,0.0,2.0509466416228462e-13
ALLTNtex,-1.2568248173105323e-13,0.0
ACMUMptspp,0.0,0.0
ALLULPE,0.0,0.0
ARBTNtonex,0.0,3.5864516004317193e-13
ARBTNtpp,0.0,1.5502762901071976e-12
ARBabcpp,0.0,9.603367857553712e-12
ACMUMtex,0.0,0.0
ARBt2rpp,2.129973927526989e-12,1.6909591568126791e-12
ALLabcpp,0.0,0.0
ALLtex,0.0,0.0
ARBt3ipp,0.0,2.8876015099296235e-12
ARBtex,0.0,0.0
ALPATE160pp,0.0,0.0
ACNAMt2pp,0.0,0.0
ALPATG160pp,0.0,0.0
ACNAMtex,4.691921830797738e-33,0.0
ALR2,0.0,2.9534974043234597e-14
ALR4x,0.0,1.686707164912396e-13
ACNML,0.0,0.0
ALTRH,0.0,0.0
AM3PA,0.0,5.660247652199267e-13
ACOAD1f,-1.933541759117249e-32,4.476557937879038e-12
AM4PA,0.0,6.51165769445159e-13
AM4PCP,0.0,7.846073549025519e-14
ARGAGMt7pp,-1.3389981699359414e-13,6.511641545539855e-14
ARGDC,0.0,5.545004073695808e-13
AMALT1,0.0,0.0
ACOAD2f,0.0,-1.0812755653686222e-13
AMALT2,0.0,0.0
AMALT3,0.0,0.0
AMALT4,0.0,0.0
AMANAPEr,0.0,0.0
AMANK,0.0,0.0
AMAOTr,0.0,0.0
ARGDCpp,0.0,-5.935707975560181e-12
ARGORNt7pp,0.0,-8.779448708651528e-12
ARGSL,0.21791613771622945,0.2179161377170453
ARGSS,0.21791613771622972,0.21791613771651375
ARGTRS,0.0,0.0
ARGabcpp,0.0,1.1181860412959286e-12
ARGt3pp,0.0,1.3599045927908947e-12
ARGtex,-6.834602590272863e-14,0.0
ASAD,-0.7876091838437436,-0.7876091838432555
AMMQLT8,0.0,0.0
AMPMS2,0.0001642843093669197,0.00016428430936686912
AMPN,0.0,-2.881277332481532e-11
AMPTASECG,0.0,6.525936804928731e-13
AMPTASEPG,0.0,0.0
ASCBPL,0.0,0.0
ASCBptspp,0.0,0.0
ASCBtex,0.0,0.0
ACOAD3f,0.0,6.121510011663225e-14
ASNN,0.0,4.0537498857134664e-13
ASNNpp,0.0,1.360859171354129e-12
ASNS1,0.0,4.704184090530594e-12
ACOAD4f,-9.656775973415043e-17,3.050811501610409e-13
ASNS2,0.17761859635613156,0.17761859636403968
ASNTRS,0.0,0.0
ASNabcpp,0.0,-4.646793124156243e-13
BSORx,0.0,0.0
BSORy,0.0,0.0
ASNt2rpp,-1.8429187896979858e-12,0.0
ACOAD5f,0.0,1.0266583015640967e-13
ASNtex,6.541002126589e-13,0.0
ASO3t8pp,0.0,0.0
BTS4,0.0,0.0
BUTCT,0.0,0.0
BUTSO3abcpp,0.0,0.0
BUTSO3tex,-8.147188378309034e-36,0.0
BUTt2rpp,0.0,0.0
ASO3tex,0.0,0.0
ASP1DC,0.00042433974078619647,0.00042433974078610496
ASPCT,0.24369330356711155,0.24369330356708946
ASPK,0.7876091838432533,0.7876091838445329
ASPO3,0.0,0.001678204738735013
ASPO4,0.0,0.0
BUTtex,-2.444156513492709e-35,0.0
ASPO5,0.0,0.0
ACOAD6f,-1.0869235949421406e-12,-7.911133433515785e-14
ASPO6,0.0,-1.2373526861090761e-12
ASPT,0.0,1.9490113065321564e-11
ACOAD7f,-1.497174792342126e-12,-1.5324533488609835e-14
ASPTA,-2.155337942209765,-2.1553379422048846
ASPTRS,0.0,0.0
ASPabcpp,0.0,9.432811201714858e-12
ACOAD8f,0.0,-3.145209717889216e-13
ASPt2_2pp,0.0,1.6171966644433104e-11
CA2t3pp,0.0,0.0
ACOATA,-5.844448450174293e-13,0.0
ACODA,0.21791613771622972,0.2179161377161245
CA2tex,0.003489752347402907,0.0034897523474029316
ASPt2_3pp,0.0,-3.240619072952226e-12
ASPt2pp_copy1,0.0,0.0
CADVtpp,0.0,8.038807933191682e-14
CAT,0.0,0.0
ASPtex,2.0828438588078558e-13,0.0
ACOLIPAtex,-5.438828799087192e-16,-3.3687488766913656e-14
ASR,0.0,0.0
AST,0.0,6.942049085191961e-13
ATHRDHr,-6.569453057733959e-12,0.0
CAt6pp,-0.0034897523474031085,-0.0034897523474029016
CBIAT,0.0,0.0
CBItonex,0.0,0.0
CBIuabcpp,0.0,0.0
CBL1abcpp,0.0,0.0
ATPHs,0.0,-2.410417629218329e-13
ATPM,8.39,8.39
ATPPRT,0.06979504694805806,0.06979504694831923
CBL1tonex,0.0,0.0
CBLAT,0.0,0.0
ATPS4rpp,52.04788567313406,52.047885673224
ACONIs,0.0,0.0
BALAt2pp,0.0,0.0
BALAtex,0.0,0.0
BETALDHx,0.0,0.0
CBMKr,0.46160944128707593,0.46160944128369125
CBPS,0.0,8.258432845083173e-12
CD2abcpp,0.0,-2.511404049818731e-12
CD2t3pp,0.0,1.0126530112417164e-11
BETALDHy,0.0,0.0
BPNT,0.18145091464429533,0.18145091464215132
CD2tex,0.0,0.0
ACONMT,0.0,0.0
ACONTa,4.520812768496436,4.520812768524472
CD2tpp,0.0,1.3909675102044839e-11
CDAPPA120,0.0,-4.576087615656458e-13
COBALT2tpp,0.0023265015649352725,0.0023265015715537686
ACONTb,4.520812768526833,4.520812768531048
COLIPAabcpp,0.0,3.333508285190069e-15
CDAPPA140,0.0,3.115824952375432e-12
CDAPPA141,0.0,1.7148334051378822e-10
CDAPPA160,0.0,1.3326935244934649e-11
COLIPAtex,0.0,2.499754427926948e-15
ACOTA,-0.21791613771640717,-0.21791613771622972
CDAPPA161,0.0,-2.6720059807209934e-14
CDAPPA180,0.0,-1.036053484370601e-11
ACPS1,0.0,0.0
CDAPPA181,0.0,4.254427502042943e-12
CDPMEK,0.001759978542948174,0.001759978542948204
CFAS160E,0.0,0.0
CFAS160G,0.0,0.0
CFAS180E,0.0,0.0
CFAS180G,0.0,0.0
CPGNR1,0.0,2.8109314590464413e-15
CGLYabcpp,0.0,-4.610023646144656e-13
ACS,0.0,0.42802471882719
CGLYtex,-1.720282192191461e-15,0.0
CHLabcpp,0.0,0.0
CHLt2pp,0.0,0.0
CPGNR2,0.0,3.8667219804989446e-13
CPGNR3,0.0,7.484161778705054e-12
CPGNUtex,0.0,5.522159566496577e-13
CPGNUtpp,0.0,-4.127797217628821e-13
CHLtex,0.0,0.0
CHORM,0.23134103892516408,0.23134103892521768
CPGNabcpp,0.0,-5.649693840746618e-13
CHORS,0.2738722575277115,0.27387225752778765
ACSERtex,-1.4546865743923669e-13,0.0
CHRPL,0.0001642843093670113,0.00016428430936691162
CPGNexs,0.0,3.550075847323662e-11
CPGNtonex,0.0,2.2494246705696173e-11
CINNDO,0.0,0.0
ACSERtpp,0.0,-9.481933438844772e-14
CITL,0.0,4.241353725200875e-12
CPPPGO,0.0001642843093199321,0.0001642843093747317
CPPPGO2,0.0,5.653070414135162e-14
CRNBTCT,0.0,0.0
CITt7pp,0.0,5.727741702584506e-12
CITtex,1.6709144471301185e-14,0.0
ACt2rpp,-999999.0000000003,3.3107411941174304e-16
CLIPAtex,0.0,8.566902157987018e-16
CRNCAL2,0.0,-2.129638088150327e-13
CRNCAR,0.0,0.0
ACt4pp,0.0,999998.9999999929
CRNCBCT,0.0,6.912113305959341e-12
CRNCDH,0.0,2.902593890404271e-14
CRNDCAL2,0.0,2.3457969571263594e-14
CRNDabcpp,0.0,4.427754131861186e-12
CRNDt2rpp,-1.0383573033973973e-12,0.0
CRNabcpp,0.0,-1.6854080653145978e-12
CLPNH120pp,0.0,-1.4867991613181786e-11
CLPNH140pp,0.0,3.25806037050261e-12
CLPNH141pp,0.0,5.803737418581328e-13
CLPNH160pp,0.0,-7.858098425094615e-12
CLPNH161pp,0.0,-5.743007730786346e-12
CLPNH180pp,0.0,3.639795230870148e-12
CLPNH181pp,0.0,7.725981260182459e-13
CLPNS120pp,0.0,6.583920589998538e-13
CRNt2rpp,0.0,0.0
CRNt7pp,0.0,0.0
CRNt8pp,0.0,0.0
ACtex,1.0210669910686848e-12,0.0
CRNtex,0.0,0.0
CS,4.52081276852176,4.520812768529574
CSND,0.0,-1.5265062906858167e-12
CLPNS140pp,0.0,-7.296005004814601e-13
CLPNS141pp,0.0,-3.2063736028751866e-14
CLPNS160pp,0.0,1.1167101819976676e-12
CSNt2pp,0.0,0.0
CLPNS161pp,0.0,2.8340392579056477e-13
CSNtex,0.0,0.0
ADA,0.0,-8.928804227594447e-14
CTBTCAL2,0.0,0.0
CTBTabcpp,0.0,-1.2696155151051502e-12
CLPNS180pp,0.0,1.0197370876810659e-13
CLPNS181pp,0.0,-2.9185528178751304e-13
CLt3_2pp,0.0017448761737014512,0.0017448761737014447
CTBTt2rpp,-1.315782636928582e-12,0.0
CLtex,0.003489752347402907,0.003489752347402922
CTPS2,0.1182552347065895,0.11825523470720126
ADCL,0.0004928529280999444,0.0004928529281007739
CU1Opp,0.0,0.0
CU1abcpp,0.0,0.0
CU2abcpp,0.0,-1.5034777829759789e-12
CMPN,0.0,2.560979570406716e-13
CMPtex,0.0,0.0
CO2tex,-17.83217022357761,-17.832170223579475
CO2tpp,-17.83217022357734,-17.832170223576252
COBALT2abcpp,0.0,8.864772762453173e-12
CU2tex,0.0023265015649352712,0.0023265015649352972
COBALT2t3pp,0.0,1.9376117564905263e-11
ADCS,0.0004928529281007789,0.0004928529281005899
COBALT2tex,0.0023265015649352717,0.0023265015649353363
CU2tpp,0.0023265015649352695,0.0023265015663431177
CUt3,0.0,0.0
ADD,0.0,-5.894620499859806e-13
CUtex,0.0,0.0
CYANST,0.0,0.0
ADEt2rpp,-1.1835482413089362e-13,0.0
DAGK141,0.0,6.481784891655232e-11
CYANSTpp,0.0,0.0
CYANtex,0.0,0.0
DAGK160,0.0,4.168805967577812e-12
CYNTAH,0.0,0.0
ADEtex,5.369871567478916e-14,0.0
CYNTt2pp,0.0,0.0
CYNTtex,0.0,0.0
DAGK161,0.0,2.15814109857175e-11
DAGK180,0.0,6.710147316987537e-13
DAGK181,0.0,1.232803389880117e-12
DALAt2pp,0.010232776040784241,0.0102327760405616
CYSDDS,0.0,0.0
DALAtex,-1.1835608113674943e-13,0.0
CYSDS,0.0,4.0752109391768556e-13
ADK1,0.0,999998.9322087811
CYSDabcpp,0.0,0.0
DAMPtex,-8.473822787378208e-14,0.0
DAPAL,0.0,0.0
DAPDC,0.25283576221842474,0.2528357622171
CYSDtex,0.0,0.0
CYSS,0.18145091464429558,0.18145091464845103
CYSSADS,0.0,0.0
CYSTL,0.11339521861289797,0.11339521861289877
DAPE,0.2733013143000909,0.2733013143001861
DAPabcpp,-6.993213360775752e-14,-1.9993136732658058e-14
DAPtex,8.231799278101637e-15,0.0
DASYN120,0.0,3.2524623576965903e-12
DASYN140,0.0,3.1738802266160108e-12
DASYN141,0.0,7.096265080228977e-13
CYSTRS,0.0,0.0
CYSabc2pp,0.0,8.019769332171976e-13
ADK3,-0.5604282951234089,999998.3717804876
CYSabcpp,0.0,4.275986061591019e-09
DASYN160,0.047008886908967706,0.04700888690919444
DASYN161,0.05540727761202719,0.055407277611775024
DASYN180,0.0,3.0091618915973e-12
CYStex,-7.984419169511083e-14,0.0
CYStpp,0.0,5.676232484380723e-12
ADK4,-2.250409943398611e-12,0.0
CYTBD2pp,0.0,-9.316799980489431e-11
CYTBDpp,0.0,5.973413547583328e-12
DASYN181,0.0,3.1865050783657174e-11
DATPHs,0.0,2.98794870078266e-13
ADMDC,0.0,1.2233388001896796e-13
DB4PS,0.0006571372374674677,0.0006571372374674733
DBTS,0.0,0.0
CYTBO3_4pp,32.530717437302954,32.53071743730844
CYTD,0.0,1.0521095760802038e-12
CYTDH,0.0,1.2124466951936875e-12
CYTDK2,0.0,3.330353102745546e-12
ADNCYC,0.0,3.130910167679419e-10
CYTDt2pp_copy1,0.0,0.0
CYTDt2pp_copy2,0.0,0.0
ADNK1,0.0,0.000328568641051037
CYTDtex,-3.6255675948518966e-14,0.0
CYTK1,0.13325814932530586,0.13325814932781743
CYTK2,-2.6926077194782163e-13,3.5661147987513704e-13
ADNUC,0.0,1.6862483088710902e-12
DAAD,0.0,7.417518975396995e-13
DADA,0.0,-4.424935608421108e-11
DADK,3.8071579663336745e-13,3.215951801476653e-11
DADNt2pp,0.0,0.0
DADNtex,-3.770040903291943e-34,0.0
DAGK120,0.0,-3.9617859183338176e-13
DAGK140,0.0,-1.481629812345202e-10
DCAtex,-1.572105098849296e-14,0.0
DCMPtex,0.0,0.0
DCTPD,0.0,1.1652484856946156e-12
DCYTD,0.0,3.277447289504405e-13
DCYTt2pp,-9.3492271630515e-14,0.0
DCYTtex,-6.587903199740285e-14,0.0
DDCAtexi,0.0,0.0
DDGALK,0.0,0.0
DDGLCNt2rpp,0.0,0.0
DDGLCNtex,0.0,0.0
ADNt2pp_copy1,0.0,0.0
DDGLK,0.0,0.0
DMSOR2,0.0,0.0
DMSOR2pp,0.0,0.0
DDPA,0.273872257527477,0.27387225752773536
ADNt2pp_copy2,0.0,0.0
DDPGALA,0.0,0.0
DGK1,-1.4893279337867892e-12,4.467943352490599e-12
DGMPtex,0.0,0.0
DMSOtex,0.0,0.0
DMStex,0.0,0.0
DM_4hba_c,0.00016428430936686682,0.00016428430936687015
DGSNt2pp,-5.0106258926564735e-14,0.0
ADNtex,-6.066260833469218e-14,0.0
DGSNtex,-7.694938879864159e-14,0.0
DHAD1,0.6440799500270256,0.6440799500241229
ADOCBIK,0.0,0.0
DHAD2,0.21401162274024574,0.21401162274037383
DHAPT,1.0269383590078458,1.0269383588285006
DHAtex,-1.4408203462092744e-13,0.0
DHAtpp,-2.928199143082142e-13,0.0
DHBD,0.0,6.688550334652558e-14
DM_5drib_c,0.0,7.410687610233652e-14
DM_aacald_c,0.0,0.0
DM_hmfurn_c,0.0003285686187337338,0.00032856861883448843
DM_oxam_c,0.0,1.9711325539131243e-13
DNMPPA,0.0004928529281006278,0.0004928529280998524
DNTPPA,0.0004928529280990798,0.0004928529281007395
DHBS,0.0,-2.2986284892338625e-12
DHBSH,1.694277117073765e-15,1.1397359806406876e-12
DHCIND,0.0,0.0
DOGULNR,0.0,0.0
DOPAtex,0.0,0.0
ADOCBLS,0.0,0.0
DPCOAK,0.00042433974078593545,0.0004243397407855511
DPR,0.0004243397407872127,0.0004243397407860295
DRPA,0.0,6.182834293292376e-13
DHCINDO,0.0,0.0
DHDPRy,0.27330131430009086,0.2733013143000681
DHDPS,0.2733013143000908,0.27330131430016646
ADOCBLabcpp,-4.5680726678451677e-14,0.0
DHFR,0.01977231649819436,0.01977231649837353
DHFS,0.000492852928100613,0.0004928529281006045
DHNAOT4,0.0,0.0
DSBAO1,0.0,0.0
DSBAO2,0.0,0.0
DSBCGT,0.0,0.0
DSBDR,-2.1407522688125796e-14,0.0
DHNPA2r,0.0004928529281004212,0.0004928529281006095
DHORD2,0.0,0.243693303567263
DSBGGT,0.0,0.0
ADOCBLtonex,0.0,0.0
DSERDHr,-2.3028547804831597e-12,0.0
DHORD5,0.0,0.0
ADPRDP,0.0,-1.2018189939425586e-13
DHORTS,-0.24369330356703445,-0.24369330356723873
DSERt2pp,0.0,0.0
DSERtex,0.0,0.0
DTMPK,0.019279463570093747,0.019279463573946876
DHPPD,0.0,6.0511679387809635e-33
DHPPDA2,0.0003285686187337338,0.00032856861873363947
DHPS2,0.0004928529281004052,0.0004928529281005374
DHPTDCs,0.0003285686187337338,0.0003285686188147256
DTMPtex,0.0,0.0
DUMPtex,0.0,0.0
DURIK1,0.0,-2.4770797457682272e-12
DHPTPE,0.0,0.0
ADPT,0.0,0.00032856861940900656
DHQS,0.27387225752771843,0.27387225752770905
DHQTi,0.2738722575277105,0.2738722575277506
DURIPP,-1.939075358569676e-12,1.5066041885370658e-12
DURIt2pp,0.0,0.0
DURItex,0.0,0.0
DUTPDP,0.0,8.995382783170482e-13
DIMPtex,0.0,0.0
DINSt2pp,0.0,0.0
DXPRIi,0.0017599785429481941,0.0017599785429482026
ADSK,0.18145091464429555,0.18145091464436816
DXPS,0.0020885471616815523,0.0020885471616819543
DINStex,-6.634644501923691e-14,0.0
DKGLCNR1,0.0,0.0
DXYLK,0.0,0.0
EDTXS3,0.0,9.733243023873023e-15
D_LACt2pp,-2.91736195516184e-13,0.0
D_LACtex,-2.2186395137293254e-13,0.0
E4PD,0.0001642843093668669,0.00016428430936686993
EAR100x,0.1513331068506686,0.15133310686180498
DKGLCNR2x,0.0,0.0
DKGLCNR2y,0.0,0.0
DKMPPD,0.0,-1.3100973880124233e-14
DKMPPD3,0.0,5.158487791191728e-13
DMATT,0.00020480286100446916,0.0002048028610045772
EAR100y,0.0,4.1056267433099815e-11
