,minimum,maximum
D_LACtex,-1.8833920714311515e-13,0.0
E4PD,2.2578545855452066e-05,2.2578545855132975e-05
EAR100x,0.020798586948308495,0.02079858694874693
DKGLCNR2x,0.0,0.0
DKGLCNR2y,0.0,0.0
DKMPPD,0.0,-2.1490854952354615e-13
DKMPPD3,4.7442067599566995,4.744206759938911
DMATT,2.814724550603789e-05,2.81472455058112e-05
EAR100y,0.0,-2.059340536367047e-12
DMPPS,2.8147245505950205e-05,2.814724550615898e-05
DMQMT,0.0,0.0
DMSOR1,0.0,0.0
DMSOR1pp,0.0,0.0
EAR120x,0.020798586946120034,0.020798586947650008
EAR120y,0.0,1.3229383206907348e-12
EAR121x,0.015229887292085745,0.015229887298489342
EAR121y,0.0,-1.7231216732866943e-12
EAR140x,0.01292140818180803,0.012921408170671708
EAR140y,0.0,2.5776779502818174e-12
EDTXS4,0.0,-2.436894650446104e-16
EAR141x,0.01522988729769378,0.015229887298406236
EAR141y,0.0,-2.703759977228646e-12
EAR160x,0.012921408171648163,0.012921408170250203
EAR160y,0.0,2.0033040591880578e-12
EX_cl_e,-0.00047961691352564146,-0.00047961691353047315
EX_cmp_e,0.0,-4.2438695873159094e-14
EAR161x,0.015229887308146003,0.015229887297880279
ENLIPAtex,0.0,7.787917778867945e-16
EAR161y,0.0,-5.16936503278009e-12
EAR180x,0.0,-1.2324534876007504e-13
EX_co2_e,20.132826312757672,20.132826312750613
EX_cobalt2_e,-0.00031974460902266797,-0.00031974460902135424
EX_colipa_e,0.0,-5.633582062638591e-15
EAR180y,0.0,4.515811871286623e-14
ENO,5.854071887562844,5.854071887579485
EAR181x,0.0,-1.988707855127171e-12
EAR181y,0.0,-4.319043445119089e-12
ENTCS,0.0,-2.67343319311085e-13
EAR40x,0.036028474250473945,0.0360284742475736
EAR40y,0.0,-1.7511399118764328e-14
EX_cpgn_e,0.0,0.0
EX_cpgn_un_e,0.0,0.0
EX_crn_e,0.0,0.0
EAR60x,0.036028474251444134,0.03602847424634389
EAR60y,0.0,-1.3308663330262955e-11
EX_csn_e,0.0,0.0
EX_cu2_e,-0.00031974460900829996,-0.00031974460902083556
EX_cu_e,0.0,0.0
EX_cyan_e,0.0,0.0
EX_cynt_e,0.0,1.1709947705923547e-11
EX_cys__D_e,0.0,1.6399865275354783e-13
EAR80x,0.03602847425557203,0.036028474247136066
EAR80y,0.0,-1.8246877881760072e-12
ECA4COLIPAtex,0.0,-1.2695692110982488e-15
ECA4OALpp,0.0,2.486390487177614e-15
ECAP1pp,0.0,-1.2645145073237518e-14
EX_cys__L_e,0.0,5.290359581000289e-14
EX_cytd_e,0.0,-6.792781186484018e-14
ECAP2pp,0.0,2.0409371432909582e-15
ENTERES,0.0,-1.789014444416074e-12
ECAP3pp,0.0,-1.846049110373742e-15
ECAtpp,0.0,-6.895556368343629e-15
EX_dad_2_e,0.0,-7.612963738477138e-11
EX_damp_e,0.0,-1.560013540599144e-14
EX_dca_e,0.0,0.0
EX_dcmp_e,0.0,4.1380934400681884e-14
ECOAH1,6.566638888221455e-15,0.0
ECOAH2,6.765042894537565e-14,0.0
ENTERES2,0.0,1.1224390328803172e-13
ECOAH3,3.324384359893933e-14,0.0
EX_dcyt_e,0.0,0.0
EX_ddca_e,0.0,0.0
EX_dgmp_e,0.0,0.0
ETHAAL,0.0,-3.1202590261574537e-13
EX_dgsn_e,0.0,0.0
ECOAH4,3.3321289170387118e-15,0.0
ECOAH5,-2.7989944451117143e-11,0.0
EX_dha_e,0.0,-1.1928388457366132e-13
ETHAt2pp,0.0,-2.3576231299041917e-13
ECOAH6,4.087718195043348e-13,0.0
ECOAH7,3.357191563804278e-13,0.0
EX_dimp_e,0.0,0.0
EX_din_e,0.0,0.0
ETHAtex,9.879608592996537e-14,0.0
EX_dms_e,0.0,0.0
EX_dmso_e,0.0,0.0
EX_dopa_e,0.0,0.0
EX_dtmp_e,0.0,0.0
EX_dump_e,0.0,0.0
EX_duri_e,0.0,0.0
EX_eca4colipa_e,0.0,4.0355238624767896e-16
ECOAH8,-3.8173031658852123e-13,0.0
EDA,0.0,-1.874022371308619e-13
EDD,0.0,-2.211793860959146e-13
EDTXS1,0.0,7.313686017525751e-16
EDTXS2,0.0,-1.112481655652517e-15
EX_enlipa_e,0.0,-2.39603189875515e-15
EX_enter_e,0.0,-1.100147476663791e-14
ETHSO3abcpp,0.0,0.0
EX_etha_e,0.0,-4.8634004355520136e-14
EX_ethso3_e,0.0,-1.2239252517131054e-13
EX_glcur_e,0.0,-4.9468842865286396e-14
EX_etoh_e,0.0,-8.337225975700185e-14
EX_gln__L_e,0.0,1.8339281400369558e-13
EX_f6p_e,0.0,5.3746981813543226e-14
ETHSO3tex,0.0,0.0
EX_fald_e,0.0,0.0
EX_fe2_e,-27.540115214999023,-0.0007646330864256646
EX_glu__L_e,0.0,-1.5540993272938165e-14
EX_gly_e,0.0,-9.297322370522556e-14
EX_glyald_e,0.0,-1.335989149803969e-13
EX_glyb_e,0.0,0.0
EX_fe3_e,-0.00071947599442602,27.538631105915925
EX_fe3dcit_e,0.0,1.7793957956031805e-14
ETOHt2rpp,-6.661312188313933e-14,0.0
EX_fe3dhbzs_e,0.0,0.0
EX_fe3hox_e,0.0,0.0
EX_fe3hox_un_e,0.0,1.768119113781521e-13
EX_fecrm_e,0.0,0.0
EX_glyc2p_e,0.0,1.7768899342875318e-14
EX_glyc3p_e,0.0,-1.0268516920852934e-13
EX_glyc_e,0.0,3.062453738824008e-14
EX_glyc__R_e,0.0,-1.6470632617067734e-13
EX_glyclt_e,0.0,3.5178941989992855e-13
EX_gmp_e,0.0,-5.8899098876456686e-15
EX_gsn_e,0.0,-2.4251594537670706e-14
EX_gthox_e,0.0,-8.537192333166278e-15
EX_gthrd_e,0.0,1.4152748484618828e-14
EX_gtp_e,0.0,0.0
EX_gua_e,0.0,-5.830493843224977e-14
EX_fecrm_un_e,0.0,0.0
EX_feenter_e,0.0,-6.856140100050237e-15
EX_feoxam_e,0.0,0.0
EX_feoxam_un_e,0.0,0.0
EX_for_e,0.0,-8.981428100530022e-13
EX_fru_e,0.0,-6.121827657602502e-14
EX_frulys_e,0.0,4.508412119373757e-14
EX_h2_e,0.0,0.0
EX_h2o2_e,0.0,0.0
EX_h2o_e,29.916141018863396,43.685816309815465
EX_fruur_e,0.0,-5.964392761642934e-15
EX_fuc__L_e,0.0,6.023481329161838e-15
EX_h2s_e,0.0,-2.637036601973545e-14
EX_fum_e,0.0,3.8339921672880277e-14
ETOHtex,-2.7000194973964064e-13,0.0
EX_g1p_e,0.0,-2.412919974724818e-14
EX_g3pc_e,0.0,0.0
EX_h_e,-26.609442843469406,0.929907738462275
EX_hacolipa_e,0.0,-1.2671005375729866e-14
EX_halipa_e,0.0,-3.154442528829335e-15
EX_hdca_e,0.0,1.3922502660100923e-31
EX_g3pe_e,0.0,2.230461373705012e-14
EX_g3pg_e,0.0,-3.2134480410168467e-14
EX_hdcea_e,0.0,6.536754476682318e-15
EX_12ppd__R_e,0.0,-5.156571533930469e-14
EX_hg2_e,0.0,0.0
EX_his__L_e,0.0,1.2973218603604779e-14
EX_hom__L_e,0.0,-4.745829958652339e-14
EX_hxa_e,0.0,-1.84194831867531e-14
EX_hxan_e,0.0,8.065357293868984e-14
EX_idon__L_e,0.0,-1.4762981654401323e-14
EX_g3pi_e,0.0,0.0
EX_g3ps_e,0.0,-2.0399480650974645e-14
EX_g6p_e,0.0,-5.792734594267113e-14
EX_gal1p_e,0.0,-5.1148760654043785e-14
EX_gal_e,0.0,-2.7561947748037983e-15
EX_gal_bD_e,0.0,-2.7561947748037983e-15
EX_galct__D_e,0.0,-5.3027196132633854e-15
EX_galctn__D_e,0.0,3.598256311143711e-14
EX_ile__L_e,0.0,-1.0512353851867466e-14
EX_galctn__L_e,0.0,0.0
EX_12ppd__S_e,0.0,0.0
EX_galt_e,0.0,0.0
EX_galur_e,0.0,-8.872661330225737e-14
EX_gam6p_e,0.0,-7.466893771913399e-14
EX_gam_e,0.0,0.0
EX_imp_e,0.0,3.371866164912177e-14
EX_indole_e,0.0,5.547399847817249e-14
EX_inost_e,1.5333383261146124e-13,0.0
EX_ins_e,0.0,-3.80487675371247e-14
EX_gbbtn_e,0.0,0.0
EX_14glucan_e,0.0,-6.7058119988923545e-15
EX_gdp_e,0.0,0.0
EX_glc__D_e,-8.0,-7.999999999999974
EX_glcn_e,0.0,-1.6093629623321408e-14
EX_isetac_e,0.0,0.0
EX_k_e,-0.017981837416933814,-0.017981837416744566
EX_kdo2lipid4_e,0.0,3.1654646760746237e-15
EX_glcr_e,0.0,0.0
EX_glcur1p_e,0.0,0.0
EX_lac__D_e,0.0,2.1030395868689247e-14
EX_15dap_e,0.0,-1.385050863001667e-14
EX_lac__L_e,0.0,0.0
EX_23camp_e,0.0,4.311468671253945e-14
EX_lcts_e,0.0,-2.1559158132985173e-14
EX_leu__L_e,0.0,2.918786905836616e-14
EX_lipa_e,-2.5116247759256146e-15,1.8312577602382345e-15
EX_lipa_cold_e,0.0,1.413116932897138e-15
EX_lys__L_e,0.0,-3.995245883529469e-14
EX_o2s_e,0.0,0.0
EX_ocdca_e,0.0,-1.2908565862369574e-14
EX_ocdcea_e,0.0,0.0
EX_octa_e,0.0,0.0
EX_orn_e,0.0,2.3607324030674884e-14
EX_orot_e,0.0,0.0
EX_pacald_e,0.0,0.0
EX_lyx__L_e,0.0,-2.09322815000275e-14
EX_mal__D_e,0.0,0.0
EX_mal__L_e,0.0,1.1240506778605731e-13
EX_peamn_e,0.0,0.0
EX_23ccmp_e,0.0,1.3624785042989973e-14
EX_phe__L_e,0.0,-2.4262325511087412e-14
EX_pheme_e,0.0,-1.1472228771219177e-14
EX_pi_e,-0.09733236496783404,-0.09733236496667237
EX_malt_e,0.0,-2.0399203113640326e-15
EX_malthx_e,0.0,2.9352753457707245e-15
EX_maltpt_e,0.0,0.0
EX_malttr_e,0.0,0.0
EX_maltttr_e,0.0,0.0
EX_pnto__R_e,0.0,0.0
EX_ppa_e,0.0,0.0
EX_ppal_e,0.0,0.0
EX_man6p_e,0.0,0.0
EX_23cgmp_e,0.0,0.0
EX_man_e,0.0,0.0
EX_manglyc_e,0.0,0.0
EX_melib_e,0.0,0.0
EX_pppn_e,0.0,0.0
EX_ppt_e,0.0,0.0
EX_pro__L_e,0.0,2.0804655747702723e-14
EX_progly_e,0.0,6.864239582275056e-14
EX_met__D_e,0.0,0.0
EX_met__L_e,0.0,-5.4000336867225306e-14
EX_metsox_R__L_e,0.0,1.403848488145316e-14
EX_metsox_S__L_e,0.0,-2.1159590086948e-14
EX_psclys_e,0.0,-1.3571808455034665e-14
EX_pser__L_e,0.0,0.0
EX_ptrc_e,0.0,-1.1329119045429583e-14
EX_pyr_e,0.0,1.8842264031345048e-13
EX_mg2_e,-0.0007993615225418667,-0.0007993615225527828
EX_minohp_e,0.0,0.0
EX_r5p_e,0.0,-4.145989460920639e-14
EX_mmet_e,0.0,1.6971356768268235e-14
EX_23cump_e,0.0,0.0
EX_mn2_e,-0.00031974460902060896,-0.00031974460902019046
EX_mnl_e,0.0,-3.2575327948856356e-14
EX_rib__D_e,0.0,-7.291253161622003e-15
EX_rmn_e,0.0,3.664210884810209e-14
EX_sbt__D_e,0.0,0.0
EX_mobd_e,-0.0003197446090206089,-0.00031974460902074427
EX_ser__D_e,0.0,-7.818559524026548e-14
EX_mso3_e,0.0,-5.180593100192375e-14
EX_23dappa_e,0.0,-1.315793110238216e-13
EX_n2o_e,0.0,0.0
EX_na1_e,0.0,0.0
EX_ser__L_e,0.0,-6.87560774180507e-15
EX_skm_e,0.0,-1.5714434204896946e-15
EX_nac_e,0.0,0.0
EX_so2_e,0.0,0.0
EX_26dap__M_e,0.0,4.155158682067094e-15
EX_so3_e,0.0,0.0
EX_nh4_e,-10.580287697663087,-10.580287697669247
EX_ni2_e,0.0,0.0
EX_so4_e,-0.025337583408422387,-0.02533758340958859
EX_nmn_e,0.0,-3.2641073806331646e-14
EX_2ddglcn_e,0.0,-4.235138370217585e-14
EX_no2_e,0.0,0.0
EX_no3_e,0.0,0.0
EX_no_e,-2.9288742555315594e-13,0.0
EX_spmd_e,0.0,-1.415402669876793e-14
EX_succ_e,0.0,-4.807540309541854e-14
EX_sucr_e,0.0,1.8158289820006134e-14
EX_sulfac_e,0.0,0.0
EX_tartr__L_e,0.0,0.0
EX_o16a4colipa_e,0.0,0.0
EX_o2_e,-18.5,-11.615162354518013
EX_taur_e,0.0,-8.062177577303249e-13
EX_34dhpac_e,0.0,0.0
EX_tcynt_e,0.0,0.0
EX_thm_e,0.0,-3.740536166331144e-15
EX_thr__L_e,0.0,-7.080595742549002e-14
FA161ACPHi,0.0,-3.2345134481803425e-14
FA80ACPHi,0.0,-1.2241651180116393e-13
FACOAE100,0.0,-8.115553596621468e-14
FACOAE120,0.0,-1.6410481678221213e-13
EX_thrp_e,0.0,0.0
EX_3amp_e,0.0,0.0
EX_thym_e,0.0,-3.7000327627923856e-14
EX_thymd_e,0.0,-1.4072880841668863e-14
EX_tma_e,0.0,0.0
FACOAE140,0.0,-1.1935898052688004e-13
FACOAE141,0.0,9.99574648946634e-13
FACOAE160,0.0,-1.8825322555162693e-13
FACOAE161,0.0,2.2198886995354347e-13
FACOAE180,0.0,-3.32356245829604e-14
EX_tmao_e,0.0,0.0
EX_tre_e,0.0,0.0
FACOAE181,0.0,3.0873633644593285e-13
EX_3cmp_e,0.0,0.0
FACOAE60,0.0,-1.9941514246485698e-12
FACOAE80,0.0,7.204681265398407e-14
FACOAL100t2pp,0.0,0.0
EX_trp__L_e,0.0,-1.0931992074291113e-14
EX_tsul_e,0.0,0.0
EX_ttdca_e,0.0,-7.420472234724291e-15
EX_ttdcea_e,0.0,0.0
EX_tungs_e,0.0,0.0
FACOAL120t2pp,0.0,-2.970680990321201e-13
FACOAL140t2pp,0.0,5.435187153647255e-13
FACOAL141t2pp,0.0,-1.2129963672329353e-12
EX_tym_e,0.0,0.0
EX_tyr__L_e,0.0,-1.7443713002840495e-14
EX_tyrp_e,0.0,1.2176989680544416e-14
FACOAL160t2pp,0.0,2.698297337278175e-13
EX_3gmp_e,0.0,0.0
FACOAL161t2pp,0.0,-3.951259788777304e-13
FACOAL180t2pp,0.0,-4.8617274998191934e-14
FACOAL181t2pp,0.0,-2.3948142631013794e-13
EX_uacgam_e,0.0,0.0
EX_udpacgal_e,0.0,0.0
EX_udpg_e,0.0,0.0
EX_udpgal_e,0.0,0.0
FACOAL60t2pp,0.0,-1.4693747339516637e-12
FACOAL80t2pp,0.0,0.0
EX_udpglcur_e,0.0,0.0
EX_3hcinnm_e,0.0,0.0
EX_ump_e,0.0,0.0
EX_ura_e,0.0,-1.0042266436613958e-14
FADRx,0.0,-1.1777834467122931e-12
FADRx2,0.0,-3.8231173619723805e-13
FALDH2,0.0,0.0
FALDtex,0.0,0.0
EX_urea_e,0.0,-2.0786483963833447e-12
EX_uri_e,0.0,5.339412089516096e-14
EX_val__L_e,0.0,-4.934143303703127e-14
FALDtpp,0.0,0.0
EX_xan_e,0.0,-1.5813877222621344e-14
FALGTHLs,0.0,0.0
EX_3hpppn_e,0.0,0.0
FBA,2.9208779744587297,2.9208779744711943
FBP,0.0,-9.588448178078325e-13
FCI,-2.939690519426909e-14,0.0
FCLK,3.675010858905795e-14,0.0
EX_xmp_e,0.0,0.0
EX_xtsn_e,0.0,-4.279601028609455e-14
EX_xyl__D_e,0.0,-5.0251029961298185e-14
EX_xylu__L_e,0.0,-5.85198419371796e-14
EX_zn2_e,-0.0003197446090130572,-0.00031974460902026977
BIOMASS_Ec_iAF1260_core_59p81M,0.10124908455381972,0.10124908454490433
FCLPA,0.0,0.0
FCLT,2.257854585542105e-05,2.257854583303389e-05
FDH4pp_1,4.733276617520075,4.733276617511914
FDH5pp_1,0.0,0.0
FDMO,0.0,0.0
F6PA,1.0748181130412206e-13,-1.0058219905025457e-12
F6PP,0.0,-2.364723784263067e-12
FDMO2,0.0,-9.065129415748715e-16
EX_3ump_e,0.0,0.0
FDMO3,0.0,0.0
FDMO4,0.0,0.0
FDMO6,0.0,8.674764991147094e-18
FE2abcpp,0.0,-6.144260420247208e-13
F6Pt6_2pp,0.0,0.0
F6Ptex,0.0,0.0
FA100ACPHi,0.0,1.568380350269161e-11
FA120ACPHi,0.0,-1.407057501929601e-12
FA140ACPHi,0.0,-4.051587264859223e-12
FA141ACPHi,0.0,-9.183592087197466e-14
FE2t2pp,0.0,1.6617927145378241e-12
FE2t3pp,0.0,-1.0200740525048688e-11
FE2tex,0.0007646330867424785,27.540115215007987
FA160ACPHi,0.0,2.5397005260190333e-12
EX_4abut_e,0.0,-6.483264275194293e-14
FE2tpp,0.0007646330806066515,0.000764633079088475
FE3DCITabcpp,0.0,0.0
EX_4hoxpacd_e,0.0,0.0
FE3DCITtonex,0.0,0.0
FE3DHBZR,0.0,0.0
FE3DHBZSabcpp,0.0,0.0
EX_5dglcn_e,0.0,-1.1211450140780905e-13
FE3DHBZStonex,0.0,0.0
FE3HOXR1,0.0,-1.6777505784933422e-13
FE3HOXR2,0.0,3.5903816784889784e-14
FE3HOXR3,0.0,-3.175279251683473e-14
FE3HOXUtex,0.0,-4.259057199859543e-13
FE3HOXUtpp,0.0,-1.1798114725002374e-13
FEENTERtonex,0.0,-5.539797365790748e-13
FEENTERtpp,0.0,4.133751310740422e-14
FEOXAMR1,0.0,-1.703622879943887e-13
FEOXAMR2,0.0,4.905798248346899e-13
FEOXAMR3,0.0,-6.312531206936825e-14
FEOXAMUtex,0.0,2.5103180038547447e-13
FEOXAMUtpp,0.0,-7.491377396183062e-13
FE3HOXabcpp,0.0,-2.2595508549941014e-13
FE3HOXexs,0.0,-4.9309817932712444e-14
FE3HOXtonex,0.0,2.72799432493188e-13
FEOXAMabcpp,0.0,1.2472654962067642e-12
FE3Ri,0.0,-2.3563500555728065e-13
FEOXAMexs,0.0,-2.8106608196267496e-13
EX_LalaDgluMdapDala_e,0.0,-1.5552480246687694e-14
FEOXAMtonex,0.0,-9.223423536630488e-14
FEROpp,0.0,6.884837645478754
FE3abcpp,0.0007194759950993722,0.0007194759938850564
FE3tex,-27.538631105915996,0.0007194759942727216
FECRMR1,0.0,4.7907966097804384e-14
EX_LalaDgluMdap_e,0.0,-1.1912322209867984e-14
FECRMR2,0.0,-3.012213221564105e-13
FECRMR3,0.0,4.849767688767922e-13
FECRMUtex,0.0,-2.902055781923336e-13
FFSD,0.0,0.0
FHL,0.0,0.0
FLDR,0.0026496885427674684,0.008121189071888578
FLVR,0.0,-3.881784647664303e-14
FECRMUtpp,0.0,6.798458079336178e-13
EX_ac_e,0.0,-1.2116460058621803e-13
FECRMabcpp,0.0,-6.5259586937933515e-15
FECRMexs,0.0,-2.2067787360209562e-13
FECRMtonex,0.0,6.911092063813851e-13
FEENTERR1,0.0,-1.002109315736545e-13
FEENTERR2,0.0,-3.7775864847683755e-13
FLVRx,0.0,-1.1116921317824836e-13
FMETTRS,0.0,0.0
FMNAT,2.2578545855516183e-05,2.2578545857017274e-05
FMNRx,0.0,-1.1408188928194231e-14
FMNRx2,0.0,-7.265276373140112e-14
FORt2pp,0.0,1.173630898476915e-12
FORtex,7.400721027497562e-13,8.156562484383794e-15
FORtppi,4.7332766175418595,4.733276617512137
FEENTERR3,0.0,-2.755077626159126e-13
FEENTERabcpp,0.0,-6.29651067430413e-13
FEENTERexs,0.0,-3.476823467187991e-14
FRD2,0.0,0.0
FEENTERtex,0.0,2.5069265004505093e-13
EX_acac_e,0.0,0.0
FRD3,0.0,0.0
FRUK,0.0,0.0
FRULYSDG,0.0,0.0
FRULYSE,0.0,0.0
G3PItex,1.3940361842051683e-16,0.0
FRULYSK,0.0,0.0
G3PSabcpp,0.0,0.0
EX_acald_e,0.0,3.8141981228068497e-14
G3PStex,0.0,0.0
G3PT,0.0,-4.5374650785971355e-12
FRULYSt2pp,0.0,0.0
FRULYStex,0.0,0.0
FRUURt2rpp,0.0,0.0
G5SADs,0.02238617259486524,0.022386172593576944
EX_acgal1p_e,0.0,0.0
G5SD,0.022386172594738313,0.022386172593442888
G6PDA,0.0,-1.0714190768396601e-13
G6PDH2r,5.485807603483847,5.485807603483052
G6PP,0.0,-2.73321193071341e-13
G6Pt6_2pp,0.0,0.0
FRUURtex,0.0,0.0
FRUpts2pp,0.0,0.0
FRUptspp,0.0,0.0
FRUtex,0.0,0.0
FTHFD,0.0,-1.307568587653219e-12
FUCtex,0.0,0.0
FUCtpp,0.0,0.0
FUM,0.10537144103144067,0.10537144102207378
G6Ptex,6.359248077776149e-14,0.0
GAL1PPpp,1.0344515213259491e-13,0.0
GAL1Ptex,-9.686055922881919e-14,0.0
GALBDtex,7.24263721781823e-14,0.0
FUMt2_2pp,0.0,-1.0393493902380842e-12
FUMt2_3pp,0.0,-7.445269299263913e-13
GALCTD,0.0,0.0
EX_acgal_e,0.0,0.0
GALCTLO,-6.134963596095176e-15,0.0
FUMtex,1.0493137553659378e-13,0.0
G1PACT,0.009563988526911933,0.009563988526666605
G1PPpp,3.836121770724244e-15,0.0
G1PTT,0.0,-1.3535819622057165e-15
GALCTND,5.271614877026904e-14,0.0
GALCTNLt2pp,-5.50311306033548e-15,0.0
G1Ptex,-5.0305412579302475e-14,0.0
EX_acgam1p_e,0.0,0.0
G1SAT,0.00036125673368630427,0.0003612567336416254
G2PPpp,0.0,0.0
G3PAT120,0.0,-1.7492556356567417e-14
GALCTNLtex,2.3219665588325942e-14,0.0
GALCTNt2pp,-3.7054053401147523e-13,0.0
GALCTNtex,-1.0717434496020254e-14,0.0
GALCTt2rpp,-1.2661538912425305e-13,0.0
GALCTtex,0.0,0.0
GALKr,-3.853830006172307e-14,0.0
GALM2pp,0.0,0.0
GALS3,-1.5530094970266744e-12,0.0
GALT1,0.0,-1.5746826046996175e-15
G3PAT140,0.0,-2.997777577613778e-13
G3PAT141,0.0,-2.4336489015541267e-13
G3PAT160,0.006460704085365484,0.00646070408538323
G3PAT161,0.007614943649087516,0.0076149436491214865
G3PAT180,0.0,-2.4106929228916844e-13
G3PAT181,0.0,-2.3983077616643757e-14
GALTptspp,0.0,0.0
GALTtex,0.0,0.0
G3PCabcpp,0.0,0.0
GALURt2rpp,0.0,0.0
EX_acgam_e,0.0,0.0
GALURtex,0.0,0.0
GALUi,0.0,-1.9099684971829412e-12
GALabcpp,0.0,0.0
GALt2pp,0.0,0.0
G3PCtex,0.0,0.0
G3PD2,-0.014075647733691014,-0.014075647734624613
G3PD5,0.0,-1.4939024960534247e-12
G3PD6,0.0,-5.702320088602844e-13
GALtex,0.0,0.0
GAM6Pt6_2pp,0.0,0.0
G3PD7,0.0,-2.0585993099817665e-13
GAMAN6Ptex,0.0,0.0
G3PEabcpp,0.0,1.8456287270442874e-13
GAMptspp,0.0,0.0
EX_acmana_e,0.0,0.0
GAMtex,0.0,0.0
G3PEtex,-3.1541256330126963e-15,0.0
G3PGabcpp,0.0,4.001810781080161e-14
G3PGtex,1.0494803719773728e-13,0.0
G3PIabcpp,0.0,1.5196085250638817e-16
GAPD,6.022211179817605,6.022211179778471
GARFT,0.03407254442545649,0.03407254442932741
GART,0.011178506430959457,0.011178506429562635
GBBTNtex,0.0,0.0
GCALDD,6.773563756636497e-05,6.773563756469628e-05
EX_acmum_e,0.0,0.0
GDMANE,0.0,0.0
GDPDPK,0.0,-1.021127977314522e-12
GDPMNH,0.0,-3.4766455758673857e-13
GLCURt2rpp,0.0,0.0
GLCURtex,0.0,0.0
GLCabcpp,0.0,-1.291062716304393e-13
GLCptspp,3.100281227371294,3.1002812277990266
GDPMNP,0.0,-1.1370565632713057e-13
GDPtex,0.0,0.0
EX_acnam_e,0.0,8.878118040669895e-46
GF6PTA,0.009563988526915604,0.009563988527494904
GGGABADr,0.0,-2.3051654620812674e-14
GGGABAH,0.0,-1.3790010210242307e-13
GLCt2pp,4.899718772581228,4.899718772617913
GLCtex_copy1,0.0,7.999999999999999
GLCtex_copy2,0.0,7.999999999999999
GLDBRAN2,0.0,0.0
GGPTRCO,0.0,5.33243094842141e-14
EX_acolipa_e,0.0,-2.8108847902548174e-16
GGPTRCS,0.0,-4.017523587591595e-13
GHMT2r,0.10727624005876246,0.10727624005782192
GLGC,0.0,0.0
GLNS,0.18300974531263553,0.18300974530884645
GLNTRS,0.0,0.0
GLNabcpp,0.0,0.0
GLNtex,7.646754232862103e-14,0.0
GLTPD,0.0,0.0
GLU5K,0.022386172597212033,0.022386172594824876
GK1,0.02462732108144419,0.02462732108027953
GLBRAN2,0.0,0.0
GLCATr,0.0,0.0
GLCDpp,0.0,-1.8509402547224952e-12
GLCNt2rpp,0.0,-3.647583277598849e-13
GLUABUTt7pp,0.0,0.0
GLUCYS,0.0,8.078411605453485e-14
GLCNtex,-9.927354558173214e-14,0.0
EX_acser_e,0.0,4.2433667871316055e-15
GLCP,0.0,0.0
GLCP2,0.0,0.0
GLCRAL,-5.618001150089593e-15,0.0
GLUDC,6.659040045327604e-13,-1.1358394447950658e-12
GLUDy,-10.347463605249418,-10.347463605257479
GLUN,0.0,-4.712057368549726e-13
GLUNpp,0.0,0.0
GLCRD,0.0,0.0
GLCRt2rpp,0.0,0.0
GLUPRT,0.04525105086149996,0.04525105086021818
GLCRtex,-1.007083734753906e-14,0.0
GLUR,-0.0028126995687112995,-0.0028126995689056085
EX_ade_e,0.0,-4.105300400545281e-14
GLUSy,0.0,-1.1310951682321324e-12
GLCS1,0.0,0.0
GLCTR1,0.0,-1.8853187811446343e-15
GLUTRR,0.0003612567336877628,0.0003612567337339985
EX_adn_e,0.0,-2.3349716762989587e-14
GLUTRS,0.0003612567336875859,0.0003612567336689307
GLCTR2,0.0,1.7093183208960313e-17
GLCTR3,0.0,-5.9203221604751675e-15
GLUabcpp,0.0,-1.3638264874417993e-12
EX_adocbl_e,0.0,0.0
GLUt2rpp,-999999.0000000002,3.5396702274463037e-13
GLUt4pp,0.0,999999.0000147402
GLUtex,1.0722439128381852e-13,0.0
GLXCL,0.0,-1.1857096579217912e-12
GLYALDtex,1.7143030032473688e-13,0.0
GLYALDtpp,-1.1572151624829733e-13,0.0
GLCUR1Ptex,0.0,0.0
GND,5.485807603838565,5.485807603482491
GNK,0.0,-2.0044000285678e-12
GOFUCR,0.0,0.0
GP4GH,0.0,0.0
GPDDA1,0.0,-9.168883239322714e-13
GLYAT,4.115505953665861e-13,-1.8868463933341878e-13
GLYBabcpp,0.0,0.0
GLYBt2pp,0.0,0.0
GPDDA1pp,0.0,0.0
EX_ag_e,0.0,0.0
GPDDA2,0.0,-1.7678357161531532e-13
GPDDA2pp,0.0,-2.617591235306182e-13
GLYBtex,0.0,0.0
GLYC2Ptex,0.0,0.0
GLYC3Pabcpp,0.0,-3.169351055340744e-14
GPDDA3,0.0,0.0
GPDDA3pp,0.0,0.0
EX_agm_e,0.0,-2.4521327284255928e-15
GPDDA4,0.0,-3.4177916219145634e-13
GPDDA4pp,0.0,6.541487220840154e-14
GLYC3Pt6pp,0.0,9.882848995323814e-14
GLYC3Ptex,-4.63546741854533e-13,0.0
GPDDA5,0.0,0.0
GLYCAt2rpp,-3.9730915851848125e-15,0.0
EX_akg_e,0.0,-3.273108290487961e-14
GLYCAtex,5.4738095906564554e-14,0.0
GPDDA5pp,-3.8617279619326454e-16,0.0
GRTT,2.814724550591186e-05,2.8147245504651456e-05
GRXR,0.0,0.0
GLYCDx,0.0,6.66553868552823e-13
GLYCK,0.0,-3.13470999331109e-13
GLYCK2,0.0,-6.284105261482928e-13
GLYCL,0.0,-8.800217787506455e-13
GLYCLTDx,0.0,-2.1753056361266704e-12
GLYCLTDy,0.0,-8.296155219158503e-13
GLYCLTt2rpp,-999999.0,0.0
